grid80,call_site,ram_x,ram_y,axis_x,axis_y,family_id,suggested_name,fam_label,cluster_n,notes
,0x8009859E,0xD0001896,,,,C_fam_0044,C_lookup_unresolved_09859E,C_fam_D0001896_unkY_09859E,2,hub=map_interp_C;d4=ld.hu_bo;static_miss_indirect_d4d5;RE_not_OEM
0xA01F68D0,0x8009A202,0xD000078C,,,,C_fam_0237,C_lookup_unresolved_09A202,C_fam_D000078C_unkY_1F68D0,1,hub=map_interp_C;d4=ld.hu_bo;d5=ld.hu_bo/indirect;static_miss_indirect_d4d5;RE_not_OEM
0xA01C78EC,0x8009AFF4,0xD0000000,0xD00006CA,,,C_fam_0181,C_lookup_D0000000_x_D00006CA_1C78EC,C_fam_D0000000_D00006CA_1C78EC,1,hub=map_interp_C;ram_pair_from_lea_fallback_not_d4d5;RE_not_OEM
0xA01D30A0,0x8009B28E,,,,,C_fam_0292,C_lookup_unresolved_09B28E,C_fam_unkX_unkY_1D30A0,1,hub=map_interp_C;d4=ld.hu_bo/indirect;static_miss_indirect_d4d5;RE_not_OEM
0xA019ADD0,0x8009B98A,0xD0002800,0xD0000808,,,C_fam_0185,C_lookup_D0002800_x_D0000808_19ADD0,C_fam_D0002800_D0000808_19ADD0,1,hub=map_interp_C;ram_pair_from_lea_fallback_not_d4d5;d4=ld.hu_bo/indirect;RE_not_OEM
0xA01CE988,0x8009E512,,0xD0001710,,,C_fam_0213,C_lookup_unresolved_09E512,C_fam_unkX_D0001710_1CE988,1,hub=map_interp_C;d4=ld.hu_bo/indirect;d5=ld.hu_abs;static_miss_indirect_d4d5;RE_not_OEM
0xA019EDC8,0x800A03E8,0xD00019D2,,,,C_fam_0244,C_lookup_unresolved_0A03E8,C_fam_D00019D2_unkY_19EDC8,1,hub=map_interp_C;d4=ld.hu_abs;static_miss_indirect_d4d5;RE_not_OEM
0xA01CDA00,0x800A1432,0xD0001E48,,0xA01A647C,,C_fam_0251,C_lookup_ax_X_Y_1CDA00,C_fam_D0001E48_unkY_1CDA00,1,ram_x=a14_at_call;hub=map_interp_C;d4=ld.hu_bo/indirect;d5=ld.hu_bo/indirect;static_miss_indirect_d4d5;RE_not_OEM
0xA01C3A58,0x800A2908,,0xD0001DAE,,,C_fam_0009,C_lookup_unresolved_0A2908,C_fam_unkX_D0001DAE_1C3A58,3,ram_y=a15_at_call;hub=map_interp_C;d4=ld.hu_bo/indirect;d5=ld.hu_bo/indirect;static_miss_indirect_d4d5;RE_not_OEM
0xA01C3A4C,0x800A2964,,0xD0001DAE,0xA01A53D4,,C_fam_0009,C_lookup_ax_X_Y_1C3A4C,C_fam_unkX_D0001DAE_1C3A4C,3,ram_y=a15_at_call;hub=map_interp_C;static_miss_indirect_d4d5;RE_not_OEM
0xA01C3A84,0x800A2988,,0xD0001DAE,0xA01A53D4,,C_fam_0009,C_lookup_ax_X_Y_1C3A84,C_fam_unkX_D0001DAE_1C3A84,3,ram_y=a15_at_call;hub=map_interp_C;static_miss_indirect_d4d5;RE_not_OEM
,0x800A2E18,0xD0001DF0,,0xA01A5730,0xA01BF7F8,C_fam_0082,C_lookup_ax_X_Y_0A2E18,C_fam_D0001DF0_unkY_0A2E18,1,ram_x=a14_at_call;hub=map_interp_C;static_miss_indirect_d4d5;RE_not_OEM
0xA01C0AC4,0x800A2EE2,0xD0001DC6,0xD0001DC4,,,C_fam_0038,C_lookup_D0001DC6_x_D0001DC4_1C0AC4,C_fam_D0001DC6_D0001DC4_1C0AC4,2,hub=map_interp_C;d4=ld.hu_abs;d5=ld.hu_bo+a15;RE_not_OEM
0xA019A51C,0x800A2F06,0xD0001DC6,0xD0001DC4,0xA01BFA78,,C_fam_0038,C_lookup_D0001DC6_x_D0001DC4_19A51C,C_fam_D0001DC6_D0001DC4_19A51C,2,hub=map_interp_C;d4=ld.hu_abs;d5=ld.hu_bo+a15;RE_not_OEM
0xA019C438,0x800AB420,,,0xA01B8798,,C_fam_0175,C_lookup_ax_X_Y_19C438,C_fam_unkX_unkY_19C438,1,hub=map_interp_C;d4=ld.hu_bo/indirect;d5=ld.hu_bo/indirect;static_miss_indirect_d4d5;RE_not_OEM
0xA019E614,0x800ADE10,,,,,C_fam_0293,C_lookup_unresolved_0ADE10,C_fam_unkX_unkY_19E614,1,hub=map_interp_C;static_miss_indirect_d4d5;RE_not_OEM
