rank,category,confidence,id_name,family,winols,ghidra,hub,delta,map_start,same_9979,source,atlas_id,atlas_addr,atlas_cols,atlas_rows,atlas_length,folder,fam_label,call_site,notes
69,smoke,medium,smoke_mapA,smoke_mapA,0x1D1F00,0x801D1F00,B,0x1E8,0x1D1D18,1,hub,smoke_mapA,1D1D18,19,18,684,Smoke limitation,B_fam_D0001D60_D0001D62_1D1F00,0x800F4BA8,medium: pointe DANS smoke_mapA @0x1D1D18 +0x1E8 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=e0a826f82460 uniq_u16=29
70,smoke,medium,smoke_mapA,smoke_mapA,0x1D2706,0x801D2706,H,0x1EA,0x1D251C,1,hub,smoke_mapA@1D251C,1D251C,19,18,684,Smoke limitation,H_fam_unkX_unkY_1D2706,0x8009904A,medium: pointe DANS smoke_mapA @0x1D251C +0x1EA (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=111dcbefb56b uniq_u16=27
71,smoke,medium,smoke_mapA,smoke_mapA,0x1D29CC,0x801D29CC,2d,0x204,0x1D27C8,1,hub,smoke_mapA@1D27C8,1D27C8,19,18,684,Smoke limitation,fam_unkX_unkY_1D29CC,0x800B765C,medium: pointe DANS smoke_mapA @0x1D27C8 +0x204 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0af39bd3e9b7 uniq_u16=28
72,smoke,medium,smoke_mapA,smoke_mapA,0x1D272C,0x801D272C,H,0x210,0x1D251C,1,hub,smoke_mapA@1D251C,1D251C,19,18,684,Smoke limitation,H_fam_unkX_unkY_1D272C,0x80098FFC,medium: pointe DANS smoke_mapA @0x1D251C +0x210 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7326ffd699cb uniq_u16=28
73,smoke,medium,smoke_mapA,smoke_mapA,0x1D24AC,0x801D24AC,D,0x23C,0x1D2270,1,hub,smoke_mapA@1D2270,1D2270,19,18,684,Smoke limitation,D_fam_unkX_unkY_1D24AC,0x801056A4,medium: pointe DANS smoke_mapA @0x1D2270 +0x23C (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0d5cfd64ca01 uniq_u16=29
74,smoke,medium,smoke_mapA,smoke_mapA,0x1D24BC,0x801D24BC,D,0x24C,0x1D2270,1,hub,smoke_mapA@1D2270,1D2270,19,18,684,Smoke limitation,D_fam_unkX_unkY_1D24BC,0x80105626,medium: pointe DANS smoke_mapA @0x1D2270 +0x24C (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d8968853b875 uniq_u16=25
75,smoke,medium,smoke_mapA,smoke_mapA,0x1D24CC,0x801D24CC,2d,0x25C,0x1D2270,1,hub,smoke_mapA@1D2270,1D2270,19,18,684,Smoke limitation,fam_unkX_unkY_1D24CC,0x80105DE2,medium: pointe DANS smoke_mapA @0x1D2270 +0x25C (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d45fe72feba0 uniq_u16=19
76,smoke,medium,smoke_mapA,smoke_mapA,0x1D2A30,0x801D2A30,2d,0x268,0x1D27C8,1,hub,smoke_mapA@1D27C8,1D27C8,19,18,684,Smoke limitation,fam_unkX_unkY_1D2A30,0x8012E74A,medium: pointe DANS smoke_mapA @0x1D27C8 +0x268 (Smoke limitation) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=654e316edee0 uniq_u16=29
77,turbo,high,turbo_base3B,turbo_base3B,0x1C04AC,0x801C04AC,atlas_start,0x0,0x1C04AC,1,atlas_start,turbo_base3B,1C04AC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
78,turbo,high,turbo_base3B@1C072C,turbo_base3B,0x1C072C,0x801C072C,atlas_start,0x0,0x1C072C,1,atlas_start,turbo_base3B@1C072C,1C072C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
79,turbo,high,turbo_base3B@1C09AC,turbo_base3B,0x1C09AC,0x801C09AC,atlas_start,0x0,0x1C09AC,1,atlas_start,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
80,turbo,high,turbo_base3B@1C0C2C,turbo_base3B,0x1C0C2C,0x801C0C2C,atlas_start,0x0,0x1C0C2C,1,atlas_start,turbo_base3B@1C0C2C,1C0C2C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
81,turbo,high,turbo_base3B@1C0EAC,turbo_base3B,0x1C0EAC,0x801C0EAC,atlas_start,0x0,0x1C0EAC,1,atlas_start,turbo_base3B@1C0EAC,1C0EAC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
82,turbo,high,turbo_base3B@1C112C,turbo_base3B,0x1C112C,0x801C112C,atlas_start,0x0,0x1C112C,1,atlas_start,turbo_base3B@1C112C,1C112C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
83,turbo,high,turbo_base3B@1C13AC,turbo_base3B,0x1C13AC,0x801C13AC,atlas_start,0x0,0x1C13AC,1,atlas_start,turbo_base3B@1C13AC,1C13AC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=4ec276653486 uniq=16 len=640
84,turbo,high,turbo_base3B@1C162C,turbo_base3B,0x1C162C,0x801C162C,atlas_start,0x0,0x1C162C,1,atlas_start,turbo_base3B@1C162C,1C162C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=4ec276653486 uniq=16 len=640
85,turbo,high,turbo_base3B@1C18AC,turbo_base3B,0x1C18AC,0x801C18AC,atlas_start,0x0,0x1C18AC,1,atlas_start,turbo_base3B@1C18AC,1C18AC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=4ec276653486 uniq=16 len=640
86,turbo,high,turbo_base3B@1C1B2C,turbo_base3B,0x1C1B2C,0x801C1B2C,atlas_start,0x0,0x1C1B2C,1,atlas_start,turbo_base3B@1C1B2C,1C1B2C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=a04b952d0907 uniq=10 len=640
87,turbo,high,turbo_base3B@1C1DAC,turbo_base3B,0x1C1DAC,0x801C1DAC,atlas_start,0x0,0x1C1DAC,1,atlas_start,turbo_base3B@1C1DAC,1C1DAC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=a04b952d0907 uniq=10 len=640
88,turbo,high,turbo_base3B@1C202C,turbo_base3B,0x1C202C,0x801C202C,atlas_start,0x0,0x1C202C,1,atlas_start,turbo_base3B@1C202C,1C202C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=a04b952d0907 uniq=10 len=640
89,turbo,high,turbo_base3B@1C2A2C,turbo_base3B,0x1C2A2C,0x801C2A2C,atlas_start,0x0,0x1C2A2C,1,atlas_start,turbo_base3B@1C2A2C,1C2A2C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=db4347d298ef uniq=8 len=640
90,turbo,high,turbo_base3B@1C2CAC,turbo_base3B,0x1C2CAC,0x801C2CAC,atlas_start,0x0,0x1C2CAC,1,atlas_start,turbo_base3B@1C2CAC,1C2CAC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=db4347d298ef uniq=8 len=640
91,turbo,high,turbo_base3B@1C2F2C,turbo_base3B,0x1C2F2C,0x801C2F2C,atlas_start,0x0,0x1C2F2C,1,atlas_start,turbo_base3B@1C2F2C,1C2F2C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=db4347d298ef uniq=8 len=640
92,turbo,high,turbo_base3B@1C31AC,turbo_base3B,0x1C31AC,0x801C31AC,atlas_start,0x0,0x1C31AC,1,atlas_start,turbo_base3B@1C31AC,1C31AC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
93,turbo,high,turbo_base3B@1C342C,turbo_base3B,0x1C342C,0x801C342C,atlas_start,0x0,0x1C342C,1,atlas_start,turbo_base3B@1C342C,1C342C,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
94,turbo,high,turbo_base3B@1C36AC,turbo_base3B,0x1C36AC,0x801C36AC,atlas_start,0x0,0x1C36AC,1,atlas_start,turbo_base3B@1C36AC,1C36AC,16,20,640,Turbo boost pressure,,,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
95,turbo,high,turbo_base3B,turbo_base3B,0x1C09B0,0x801C09B0,D,0x4,,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,D_fam_unkX_unkY_1C09B0,0x800F193C,high: empreinte diverse = famille turbo_base3B (Turbo boost pressure) delta=0x4 cols=16 rows=20 src=a2l; identique 64o vs 9979 au meme offset; fp32=4e09a1a415f6 uniq_u16=21
96,turbo,high,turbo_base3B,turbo_base3B,0x1C1B50,0x801C1B50,2d,0x24,,1,hub,turbo_base3B@1C1B2C,1C1B2C,16,20,640,Turbo boost pressure,fam_unkX_unkY_1C1B50,0x800F6186,high: empreinte diverse = famille turbo_base3B (Turbo boost pressure) delta=0x24 cols=16 rows=20 src=a2l; identique 64o vs 9979 au meme offset; fp32=dece37626fcf uniq_u16=32
97,turbo,high,turbo_base3B,turbo_base3B,0x1C206C,0x801C206C,F,0x40,,1,hub,turbo_base3B@1C202C,1C202C,16,20,640,Turbo boost pressure,F_fam_unkX_unkY_1C206C,0x800F16FE,high: empreinte diverse = famille turbo_base3B (Turbo boost pressure) delta=0x40 cols=16 rows=20 src=a2l; identique 64o vs 9979 au meme offset; fp32=9af3e182d2ba uniq_u16=31
98,turbo,medium,turbo_base3B,turbo_base3B,0x1C0A04,0x801C0A04,L,0x58,0x1C09AC,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,L_fam_unkX_D0002416_1C0A04,0x8009B086,medium: pointe DANS turbo_base3B @0x1C09AC +0x58 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0483f32db26e uniq_u16=30
99,turbo,medium,turbo_base3B,turbo_base3B,0x1C0A44,0x801C0A44,2d,0x98,0x1C09AC,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,fam_unkX_unkY_1C0A44,0x800E4110,medium: pointe DANS turbo_base3B @0x1C09AC +0x98 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=552c81739bd4 uniq_u16=30
100,turbo,medium,turbo_base3B,turbo_base3B,0x1C1950,0x801C1950,D,0xA4,0x1C18AC,1,hub,turbo_base3B@1C18AC,1C18AC,16,20,640,Turbo boost pressure,D_fam_unkX_unkY_1C1950,0x800E2122,medium: pointe DANS turbo_base3B @0x1C18AC +0xA4 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=ffc98bf253b2 uniq_u16=28
101,turbo,medium,turbo_base3B,turbo_base3B,0x1C197C,0x801C197C,D,0xD0,0x1C18AC,1,hub,turbo_base3B@1C18AC,1C18AC,16,20,640,Turbo boost pressure,D_fam_unkX_unkY_1C197C,0x800E9084,medium: pointe DANS turbo_base3B @0x1C18AC +0xD0 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=952cccadb46c uniq_u16=27
102,turbo,medium,turbo_base3B,turbo_base3B,0x1C0A84,0x801C0A84,C,0xD8,0x1C09AC,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,C_fam_D000209C_unkY_1C0A84,0x80078AD6,medium: pointe DANS turbo_base3B @0x1C09AC +0xD8 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=8273e47f5ea6 uniq_u16=29
103,turbo,medium,turbo_base3B,turbo_base3B,0x1C0A98,0x801C0A98,C,0xEC,0x1C09AC,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,C_fam_unkX_unkY_1C0A98,0x80085C3A,medium: pointe DANS turbo_base3B @0x1C09AC +0xEC (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=58ab081a07d9 uniq_u16=28
104,turbo,medium,turbo_base3B,turbo_base3B,0x1C0AA4,0x801C0AA4,O,0xF8,0x1C09AC,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,O_fam_unkX_unkY_1C0AA4,0x8009ACB8,medium: pointe DANS turbo_base3B @0x1C09AC +0xF8 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7f11d342f15c uniq_u16=28
105,turbo,medium,turbo_base3B,turbo_base3B,0x1C37AC,0x801C37AC,C,0x100,0x1C36AC,1,hub,turbo_base3B@1C36AC,1C36AC,16,20,640,Turbo boost pressure,C_fam_unkX_unkY_1C37AC,0x800CD140,medium: pointe DANS turbo_base3B @0x1C36AC +0x100 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=abf368fc3549 uniq_u16=28
106,turbo,medium,turbo_base3B,turbo_base3B,0x1C37BC,0x801C37BC,E,0x110,0x1C36AC,1,hub,turbo_base3B@1C36AC,1C36AC,16,20,640,Turbo boost pressure,E_fam_D0000000_D00006CA_1C37BC,0x80096F00,medium: pointe DANS turbo_base3B @0x1C36AC +0x110 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=553d01caa28f uniq_u16=28
107,turbo,medium,turbo_base3B,turbo_base3B,0x1C0AC4,0x801C0AC4,C,0x118,0x1C09AC,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,C_fam_D0001DC6_D0001DC4_1C0AC4,0x800A2EE2,medium: pointe DANS turbo_base3B @0x1C09AC +0x118 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=8234191e9298 uniq_u16=28
108,turbo,medium,turbo_base3B,turbo_base3B,0x1C0AD0,0x801C0AD0,C,0x124,0x1C09AC,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,C_fam_D000209C_D000208A_1C0AD0,0x80078AB4,medium: pointe DANS turbo_base3B @0x1C09AC +0x124 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=ea40367bff6b uniq_u16=27
109,turbo,medium,turbo_base3B,turbo_base3B,0x1C0AE4,0x801C0AE4,O,0x138,0x1C09AC,1,hub,turbo_base3B@1C09AC,1C09AC,16,20,640,Turbo boost pressure,O_fam_D000241E_unkY_1C0AE4,0x8009AD22,medium: pointe DANS turbo_base3B @0x1C09AC +0x138 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=e7ab0b643769 uniq_u16=26
110,turbo,medium,turbo_base3B,turbo_base3B,0x1C19E8,0x801C19E8,2d,0x13C,0x1C18AC,1,hub,turbo_base3B@1C18AC,1C18AC,16,20,640,Turbo boost pressure,fam_unkX_unkY_1C19E8,0x800DF018,medium: pointe DANS turbo_base3B @0x1C18AC +0x13C (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=26e2c5d683b4 uniq_u16=22
111,turbo,medium,turbo_base3B,turbo_base3B,0x1C37F4,0x801C37F4,B,0x148,0x1C36AC,1,hub,turbo_base3B@1C36AC,1C36AC,16,20,640,Turbo boost pressure,B_fam_unkX_unkY_1C37F4,0x800BD03A,medium: pointe DANS turbo_base3B @0x1C36AC +0x148 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=97bc115b67ca uniq_u16=22
112,turbo,medium,turbo_base3B,turbo_base3B,0x1C088C,0x801C088C,C,0x160,0x1C072C,1,hub,turbo_base3B@1C072C,1C072C,16,20,640,Turbo boost pressure,C_fam_unkX_unkY_1C088C,0x800F8F0A,medium: pointe DANS turbo_base3B @0x1C072C +0x160 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=2992700c306f uniq_u16=21
113,turbo,medium,turbo_base3B,turbo_base3B,0x1C08D8,0x801C08D8,E,0x1AC,0x1C072C,1,hub,turbo_base3B@1C072C,1C072C,16,20,640,Turbo boost pressure,E_fam_unkX_unkY_1C08D8,0x800E4684,medium: pointe DANS turbo_base3B @0x1C072C +0x1AC (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=baa8bd6ce5c9 uniq_u16=21
114,turbo,medium,turbo_base3B,turbo_base3B,0x1C3890,0x801C3890,F,0x1E4,0x1C36AC,1,hub,turbo_base3B@1C36AC,1C36AC,16,20,640,Turbo boost pressure,F_fam_D00022AA_unkY_1C3890,0x800F065E,medium: pointe DANS turbo_base3B @0x1C36AC +0x1E4 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=a18ea9cdaa97 uniq_u16=21
115,turbo,medium,turbo_base3B,turbo_base3B,0x1C0940,0x801C0940,D,0x214,0x1C072C,1,hub,turbo_base3B@1C072C,1C072C,16,20,640,Turbo boost pressure,D_fam_D00007DC_D00007D8_1C0940,0x80112490,medium: pointe DANS turbo_base3B @0x1C072C +0x214 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=14fa40c1398e uniq_u16=14
116,turbo,medium,turbo_base3B,turbo_base3B,0x1C094C,0x801C094C,E,0x220,0x1C072C,1,hub,turbo_base3B@1C072C,1C072C,16,20,640,Turbo boost pressure,E_fam_D00007DC_D00007D8_1C094C,0x80112530,medium: pointe DANS turbo_base3B @0x1C072C +0x220 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=79ee6c9ae82c uniq_u16=13
117,turbo,medium,turbo_base3B,turbo_base3B,0x1C0958,0x801C0958,D,0x22C,0x1C072C,1,hub,turbo_base3B@1C072C,1C072C,16,20,640,Turbo boost pressure,D_fam_D00007D4_D0001F36_1C0958,0x801123BE,medium: pointe DANS turbo_base3B @0x1C072C +0x22C (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=cedf988e8d6a uniq_u16=14
118,turbo,medium,turbo_base3B,turbo_base3B,0x1C0964,0x801C0964,D,0x238,0x1C072C,1,hub,turbo_base3B@1C072C,1C072C,16,20,640,Turbo boost pressure,D_fam_unkX_unkY_1C0964,0x800F58B8,medium: pointe DANS turbo_base3B @0x1C072C +0x238 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d853ba9bfdaa uniq_u16=14
119,turbo,medium,turbo_base3B,turbo_base3B,0x1C38E8,0x801C38E8,2d,0x23C,0x1C36AC,1,hub,turbo_base3B@1C36AC,1C36AC,16,20,640,Turbo boost pressure,fam_unkX_unkY_1C38E8,0x800FC4FE,medium: pointe DANS turbo_base3B @0x1C36AC +0x23C (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=f9508a2ebeee uniq_u16=14
120,turbo,medium,turbo_base3B,turbo_base3B,0x1C1880,0x801C1880,2d,0x254,0x1C162C,1,hub,turbo_base3B@1C162C,1C162C,16,20,640,Turbo boost pressure,fam_unkX_D00022A6_1C1880,0x800F05A6,medium: pointe DANS turbo_base3B @0x1C162C +0x254 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0b88226c13f5 uniq_u16=14
121,turbo,medium,turbo_base3B,turbo_base3B,0x1C0714,0x801C0714,2d,0x268,0x1C04AC,1,hub,turbo_base3B,1C04AC,16,20,640,Turbo boost pressure,fam_D0002D8C_unkY_1C0714,0x800E0ECA,medium: pointe DANS turbo_base3B @0x1C04AC +0x268 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=9257c1d67eac uniq_u16=15
122,turbo_corr,high,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C3AAC,0x801C3AAC,atlas_start,0x0,0x1C3AAC,1,atlas_start,turbo_int_trq_correction2C,1C3AAC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; identique vs ORI 9979; fp=b7809dbf2b74 uniq=9 len=384
123,turbo_corr,high,turbo_int_trq_correction2C@1C3DAC,turbo_int_trq_correction2C,0x1C3DAC,0x801C3DAC,atlas_start,0x0,0x1C3DAC,1,atlas_start,turbo_int_trq_correction2C@1C3DAC,1C3DAC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; identique vs ORI 9979; fp=b7809dbf2b74 uniq=9 len=384
124,turbo_corr,high,turbo_int_trq_correction2C@1C40AC,turbo_int_trq_correction2C,0x1C40AC,0x801C40AC,atlas_start,0x0,0x1C40AC,1,atlas_start,turbo_int_trq_correction2C@1C40AC,1C40AC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; identique vs ORI 9979; fp=d634ab9e8bf1 uniq=8 len=384
125,turbo_corr,high,turbo_int_trq_correction2C@1C43AC,turbo_int_trq_correction2C,0x1C43AC,0x801C43AC,atlas_start,0x0,0x1C43AC,1,atlas_start,turbo_int_trq_correction2C@1C43AC,1C43AC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; identique vs ORI 9979; fp=0d022fca3b57 uniq=16 len=384
126,turbo_corr,high,turbo_int_trq_correction2C@1C46AC,turbo_int_trq_correction2C,0x1C46AC,0x801C46AC,atlas_start,0x0,0x1C46AC,1,atlas_start,turbo_int_trq_correction2C@1C46AC,1C46AC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
127,turbo_corr,high,turbo_int_trq_correction2C@1C58AC,turbo_int_trq_correction2C,0x1C58AC,0x801C58AC,atlas_start,0x0,0x1C58AC,1,atlas_start,turbo_int_trq_correction2C@1C58AC,1C58AC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
128,turbo_corr,high,turbo_int_trq_correction2C@1C5BAC,turbo_int_trq_correction2C,0x1C5BAC,0x801C5BAC,atlas_start,0x0,0x1C5BAC,1,atlas_start,turbo_int_trq_correction2C@1C5BAC,1C5BAC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
129,turbo_corr,high,turbo_int_trq_correction2C@1C5EAC,turbo_int_trq_correction2C,0x1C5EAC,0x801C5EAC,atlas_start,0x0,0x1C5EAC,1,atlas_start,turbo_int_trq_correction2C@1C5EAC,1C5EAC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
130,turbo_corr,high,turbo_int_trq_correction2C@1C67AC,turbo_int_trq_correction2C,0x1C67AC,0x801C67AC,atlas_start,0x0,0x1C67AC,1,atlas_start,turbo_int_trq_correction2C@1C67AC,1C67AC,12,16,384,Turbo boost pressure,,,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
131,turbo_corr,high,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C3ABC,0x801C3ABC,2d,0x10,,1,hub,turbo_int_trq_correction2C,1C3AAC,12,16,384,Turbo boost pressure,fam_unkX_unkY_1C3ABC,0x800E6AFA,high: empreinte diverse = famille turbo_int_trq_correction2C (Turbo boost pressure) delta=0x10 cols=12 rows=16 src=a2l; identique 64o vs 9979 au meme offset; fp32=127618004a49 uniq_u16=21
132,turbo_corr,high,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C3AC4,0x801C3AC4,B,0x18,,1,hub,turbo_int_trq_correction2C,1C3AAC,12,16,384,Turbo boost pressure,B_fam_D0001A02_unkY_1C3AC4,0x800CF1D8,high: empreinte diverse = famille turbo_int_trq_correction2C (Turbo boost pressure) delta=0x18 cols=12 rows=16 src=a2l; identique 64o vs 9979 au meme offset; fp32=42a13df4eaf8 uniq_u16=21
133,turbo_corr,medium,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C3B50,0x801C3B50,C,0xA4,0x1C3AAC,1,hub,turbo_int_trq_correction2C,1C3AAC,12,16,384,Turbo boost pressure,C_fam_unkX_unkY_1C3B50,0x800AFAE4,medium: pointe DANS turbo_int_trq_correction2C @0x1C3AAC +0xA4 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=be062a28dc97 uniq_u16=26
134,turbo_corr,medium,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C4A50,0x801C4A50,2d,0xA4,0x1C49AC,1,hub,turbo_int_trq_correction2C,1C3AAC,12,16,384,Turbo boost pressure,fam_unkX_unkY_1C4A50,0x800E6B3C,medium: pointe DANS turbo_int_trq_correction2C @0x1C49AC +0xA4 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=be062a28dc97 uniq_u16=26
135,turbo_corr,medium,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C3B5C,0x801C3B5C,C,0xB0,0x1C3AAC,1,hub,turbo_int_trq_correction2C,1C3AAC,12,16,384,Turbo boost pressure,C_fam_unkX_unkY_1C3B5C,0x800EABDE,medium: pointe DANS turbo_int_trq_correction2C @0x1C3AAC +0xB0 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=abbd808bffe4 uniq_u16=26
136,turbo_corr,medium,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C59B0,0x801C59B0,2d,0x104,0x1C58AC,1,hub,turbo_int_trq_correction2C@1C58AC,1C58AC,12,16,384,Turbo boost pressure,fam_unkX_unkY_1C59B0,0x8007D762,medium: pointe DANS turbo_int_trq_correction2C @0x1C58AC +0x104 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7c98bb0af7e0 uniq_u16=9
137,turbo_corr,medium,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C68D4,0x801C68D4,C,0x128,0x1C67AC,1,hub,turbo_int_trq_correction2C@1C67AC,1C67AC,12,16,384,Turbo boost pressure,C_fam_D000219C_unkY_1C68D4,0x800CC43E,medium: pointe DANS turbo_int_trq_correction2C @0x1C67AC +0x128 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=1e08386912d7 uniq_u16=9
