rank,hub,addr,grid80,id_name,family,roles,folder,delta,map_start,uniq_u16,usefulness,same_9979,call_site,axis_x,axis_y,fam_label,family_id_re,notes
53,E,0x1C08D8,0xA01C08D8,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x1AC,0x1C072C,21,50,1,0x800E4684,0xA01AA908,0xA01B8958,E_fam_unkX_unkY_1C08D8,E_fam_0004,medium: pointe DANS turbo_base3B @0x1C072C +0x1AC (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=baa8bd6ce5c9 uniq_u16=21
54,F,0x1C3890,0xA01C3890,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x1E4,0x1C36AC,21,50,1,0x800F065E,0xA01AA898,0xA01A666C,F_fam_D00022AA_unkY_1C3890,F_fam_0012,medium: pointe DANS turbo_base3B @0x1C36AC +0x1E4 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=a18ea9cdaa97 uniq_u16=21
55,D,0x1C0940,0xA01C0940,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x214,0x1C072C,14,50,1,0x80112490,0xA01B7858,0xA01AE888,D_fam_D00007DC_D00007D8_1C0940,D_fam_0060,medium: pointe DANS turbo_base3B @0x1C072C +0x214 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=14fa40c1398e uniq_u16=14
56,E,0x1C0940,0xA01C0940,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x214,0x1C072C,14,50,1,0x8011246C,0xA01A99F0,0xA01B7858,E_fam_D00007DC_unkY_1C0940,E_fam_0022,medium: pointe DANS turbo_base3B @0x1C072C +0x214 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=14fa40c1398e uniq_u16=14
57,F,0x1C0940,0xA01C0940,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x214,0x1C072C,14,50,1,0x801124A6,0xA01AE888,0xA01B696C,F_fam_D0001F60_D00007D8_1C0940,F_fam_0061,medium: pointe DANS turbo_base3B @0x1C072C +0x214 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=14fa40c1398e uniq_u16=14
58,G,0x1C0940,0xA01C0940,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x214,0x1C072C,14,50,1,0x8011249A,0xA01AE888,0xA01B696C,G_fam_D0001F60_D00007D8_1C0940,G_fam_0046,medium: pointe DANS turbo_base3B @0x1C072C +0x214 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=14fa40c1398e uniq_u16=14
59,E,0x1C094C,0xA01C094C,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x220,0x1C072C,13,50,1,0x80112530,0xA01A89E4,0xA01B7858,E_fam_D00007DC_D00007D8_1C094C,E_fam_0020,medium: pointe DANS turbo_base3B @0x1C072C +0x220 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=79ee6c9ae82c uniq_u16=13
60,D,0x1C0958,0xA01C0958,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x22C,0x1C072C,14,50,1,0x801123BE,0xA01AE888,0xA01A64E4,D_fam_D00007D4_D0001F36_1C0958,D_fam_0051,medium: pointe DANS turbo_base3B @0x1C072C +0x22C (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=cedf988e8d6a uniq_u16=14
61,E,0x1C0958,0xA01C0958,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x22C,0x1C072C,14,50,1,0x80112378,0xA01A64D4,0xA01A64E4,E_fam_unkX_D0001F36_1C0958,E_fam_0012,medium: pointe DANS turbo_base3B @0x1C072C +0x22C (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=cedf988e8d6a uniq_u16=14
62,D,0x1C0964,0xA01C0964,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x238,0x1C072C,14,50,1,0x800F58B8,0xA01B0880,,D_fam_unkX_unkY_1C0964,D_fam_0096,medium: pointe DANS turbo_base3B @0x1C072C +0x238 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d853ba9bfdaa uniq_u16=14
63,I,0x1C0964,0xA01C0964,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x238,0x1C072C,14,50,1,0x800F588A,,,I_fam_unkX_unkY_1C0964,I_fam_0117,medium: pointe DANS turbo_base3B @0x1C072C +0x238 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d853ba9bfdaa uniq_u16=14
64,2d,0x1C38E8,0xA01C38E8,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x23C,0x1C36AC,14,50,1,0x800FC4FE,0xA01A73C0,0xA01A473C,fam_unkX_unkY_1C38E8,fam_0059,medium: pointe DANS turbo_base3B @0x1C36AC +0x23C (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=f9508a2ebeee uniq_u16=14
65,2d,0x1C1880,0xA01C1880,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x254,0x1C162C,14,50,1,0x800F05A6,0xA01AA898,0xA01A666C,fam_unkX_D00022A6_1C1880,fam_0065,medium: pointe DANS turbo_base3B @0x1C162C +0x254 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0b88226c13f5 uniq_u16=14
66,2d,0x1C0714,0xA01C0714,turbo_base3B,turbo_base3B,stage1_core|stage1_support,Turbo boost pressure,0x268,0x1C04AC,15,50,1,0x800E0ECA,,,fam_D0002D8C_unkY_1C0714,fam_0133,medium: pointe DANS turbo_base3B @0x1C04AC +0x268 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=9257c1d67eac uniq_u16=15
67,2d,0x1C6978,0xA01C6978,turbo_atm6A,turbo_atm6A,stage1_core|stage1_support,Turbo boost pressure,0x4C,0x1C692C,30,55,1,0x800F872A,,,fam_D000283A_unkY_1C6978,fam_0130,medium: pointe DANS turbo_atm6A @0x1C692C +0x4C (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=8c8f6a811824 uniq_u16=30
68,C,0x1C3B50,0xA01C3B50,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0xA4,0x1C3AAC,26,60,1,0x800AFAE4,0xA01A6538,,C_fam_unkX_unkY_1C3B50,C_fam_0146,medium: pointe DANS turbo_int_trq_correction2C @0x1C3AAC +0xA4 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=be062a28dc97 uniq_u16=26
69,2d,0x1C4A50,0xA01C4A50,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0xA4,0x1C49AC,26,60,1,0x800E6B3C,0xA01AE8AC,0xA01B5978,fam_unkX_unkY_1C4A50,fam_0004,medium: pointe DANS turbo_int_trq_correction2C @0x1C49AC +0xA4 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=be062a28dc97 uniq_u16=26
70,C,0x1C4A50,0xA01C4A50,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0xA4,0x1C49AC,26,60,1,0x800E6B58,0xA01B3860,0xA01B5978,C_fam_unkX_unkY_1C4A50,C_fam_0029,medium: pointe DANS turbo_int_trq_correction2C @0x1C49AC +0xA4 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=be062a28dc97 uniq_u16=26
71,C,0x1C3B5C,0xA01C3B5C,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0xB0,0x1C3AAC,26,60,1,0x800EABDE,0xA01A0588,,C_fam_unkX_unkY_1C3B5C,C_fam_0132,medium: pointe DANS turbo_int_trq_correction2C @0x1C3AAC +0xB0 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=abbd808bffe4 uniq_u16=26
72,2d,0x1C59B0,0xA01C59B0,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0x104,0x1C58AC,9,60,1,0x8007D762,0xA01A073C,0xA01A066C,fam_unkX_unkY_1C59B0,fam_0028,medium: pointe DANS turbo_int_trq_correction2C @0x1C58AC +0x104 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=7c98bb0af7e0 uniq_u16=9
73,C,0x1C68D4,0xA01C68D4,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0x128,0x1C67AC,9,60,1,0x800CC43E,0xA01B7820,,C_fam_D000219C_unkY_1C68D4,C_fam_0258,medium: pointe DANS turbo_int_trq_correction2C @0x1C67AC +0x128 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=1e08386912d7 uniq_u16=9
74,C,0x1C68EC,0xA01C68EC,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0x140,0x1C67AC,7,60,1,0x8008DC5E,0xA01A5460,,C_fam_unkX_unkY_1C68EC,C_fam_0141,medium: pointe DANS turbo_int_trq_correction2C @0x1C67AC +0x140 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=a4e5491039bb uniq_u16=7
75,C,0x1C68FC,0xA01C68FC,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0x150,0x1C67AC,10,60,1,0x8008D1A2,0xA01A5474,,C_fam_unkX_unkY_1C68FC,C_fam_0142,medium: pointe DANS turbo_int_trq_correction2C @0x1C67AC +0x150 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=b2084f8fe6a3 uniq_u16=10
76,O,0x1C5A04,0xA01C5A04,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0x158,0x1C58AC,4,60,1,0x8009B05C,0xA01AAAE8,0xA01A9AE8,O_fam_unkX_D0002416_1C5A04,O_fam_0002,medium: pointe DANS turbo_int_trq_correction2C @0x1C58AC +0x158 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=72d19081a450 uniq_u16=4
77,2d,0x1C690C,0xA01C690C,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0x160,0x1C67AC,16,60,1,0x801120EC,,,fam_unkX_D0001F60_1C690C,fam_0022,medium: pointe DANS turbo_int_trq_correction2C @0x1C67AC +0x160 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=e4bb080eb0be uniq_u16=16
78,C,0x1C3A9C,0xA01C3A9C,turbo_int_trq_correction2C,turbo_int_trq_correction2C,stage1_support,Turbo boost pressure,0x170,0x1C392C,15,60,1,0x8008E6FE,0xA01AF82C,,C_fam_unkX_unkY_1C3A9C,C_fam_0033,medium: pointe DANS turbo_int_trq_correction2C @0x1C392C +0x170 (Turbo boost pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=cfcda6b268d7 uniq_u16=15
79,B,0x1E9BC8,0xA01E9BC8,rail_base_int_trq2B,rail_base_int_trq2B,stage1_core|stage1_support,Rail pressure,0x60,0x1E9B68,22,70,1,0x800B5A96,,,B_fam_unkX_unkY_1E9BC8,B_fam_0047,medium: pointe DANS rail_base_int_trq2B @0x1E9B68 +0x60 (Rail pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=9d493afdb99d uniq_u16=22
80,2d,0x1E9DE0,0xA01E9DE0,rail_base_int_trq2B,rail_base_int_trq2B,stage1_core|stage1_support,Rail pressure,0x78,0x1E9D68,32,70,1,0x800F5114,,,fam_unkX_unkY_1E9DE0,fam_0170,medium: pointe DANS rail_base_int_trq2B @0x1E9D68 +0x78 (Rail pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=909ca5abf821 uniq_u16=32
81,D,0x1E98C0,0xA01E98C0,rail_base_int_trq2B,rail_base_int_trq2B,stage1_core|stage1_support,Rail pressure,0x158,0x1E9768,25,70,1,0x800C1964,,,D_fam_unkX_unkY_1E98C0,D_fam_0191,medium: pointe DANS rail_base_int_trq2B @0x1E9768 +0x158 (Rail pressure) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d39833783fa7 uniq_u16=25
82,D,0x1D7ED0,0xA01D7ED0,nm2iq_base_mg3A,nm2iq_base_mg3A,stage1_core,Injection system,0x98,0x1D7E38,30,80,0,0x800B1000,0xA01B68FC,,D_fam_unkX_unkY_1D7ED0,D_fam_0010,medium: pointe DANS nm2iq_base_mg3A @0x1D7E38 +0x98 (Injection system) - pas le debut; comment only; differe de 9979 au meme offset; fp32=76c12e3313ad uniq_u16=30
83,D,0x1D7EF8,0xA01D7EF8,nm2iq_base_mg3A,nm2iq_base_mg3A,stage1_core,Injection system,0xC0,0x1D7E38,30,80,0,0x800B0FB8,0xA01AB88C,0xA01B68FC,D_fam_unkX_unkY_1D7EF8,D_fam_0045,medium: pointe DANS nm2iq_base_mg3A @0x1D7E38 +0xC0 (Injection system) - pas le debut; comment only; differe de 9979 au meme offset; fp32=b4adf2ee2cea uniq_u16=30
84,2d,0x1D7F80,0xA01D7F80,nm2iq_base_mg3A,nm2iq_base_mg3A,stage1_core,Injection system,0x148,0x1D7E38,29,80,0,0x800CC4D4,0xA01AA8E4,0xA01B3900,fam_D0002198_D000219A_1D7F80,fam_0001,medium: pointe DANS nm2iq_base_mg3A @0x1D7E38 +0x148 (Injection system) - pas le debut; comment only; differe de 9979 au meme offset; fp32=c314ad9e514d uniq_u16=29
85,2d,0x1D7FC0,0xA01D7FC0,nm2iq_base_mg3A,nm2iq_base_mg3A,stage1_core,Injection system,0x188,0x1D7E38,28,80,0,0x800CC67C,0xA01AA8E4,0xA01B3900,fam_D0002198_D000219A_1D7FC0,fam_0001,medium: pointe DANS nm2iq_base_mg3A @0x1D7E38 +0x188 (Injection system) - pas le debut; comment only; differe de 9979 au meme offset; fp32=5d0aa6739d0c uniq_u16=28
86,C,0x1D086C,0xA01D086C,tqlim_cluth_prot,tqlim_cluth_prot,clutch_prot,Engine torque limiters,0xC,0x1D0860,5,90,1,0x800FC314,0xA01A8BCC,0xA01A73D0,C_fam_D000273C_D0002754_1D086C,C_fam_0091,medium: pointe DANS tqlim_cluth_prot @0x1D0860 +0xC (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=90ca3dfd1ba9 uniq_u16=5
87,C,0x1D0878,0xA01D0878,tqlim_cluth_prot,tqlim_cluth_prot,clutch_prot,Engine torque limiters,0x18,0x1D0860,5,90,1,0x800FC25A,0xA01AD908,0xA01AB87C,C_fam_unkX_unkY_1D0878,C_fam_0022,medium: pointe DANS tqlim_cluth_prot @0x1D0860 +0x18 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=427d43f8fdb4 uniq_u16=5
88,F,0x1D08BC,0xA01D08BC,tqlim_cluth_prot,tqlim_cluth_prot,clutch_prot,Engine torque limiters,0x5C,0x1D0860,8,90,1,0x80074040,,,F_fam_unkX_unkY_1D08BC,F_fam_0093,medium: pointe DANS tqlim_cluth_prot @0x1D0860 +0x5C (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=0b6d4b2f6e36 uniq_u16=8
89,2d,0x1CEEF4,0xA01CEEF4,tqlim_speed2A,tqlim_speed2A,stage1_core,Engine torque limiters,0x20,0x1CEED4,1,95,1,0x800A6B86,0xA01A3444,0xA01A1448,fam_D0002810_unkY_1CEEF4,fam_0038,medium: pointe DANS tqlim_speed2A @0x1CEED4 +0x20 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=43078915d4e5 uniq_u16=1
90,2d,0x1CEF18,0xA01CEF18,tqlim_speed2A,tqlim_speed2A,stage1_core,Engine torque limiters,0x44,0x1CEED4,9,95,1,0x800B0394,0xA01B38D4,0xA01A67C4,fam_unkX_unkY_1CEF18,fam_0079,medium: pointe DANS tqlim_speed2A @0x1CEED4 +0x44 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=219795ff2744 uniq_u16=9
91,D,0x1D3618,0xA01D3618,tqlim_tegt_temp,tqlim_tegt_temp,stage1_core,Engine torque limiters,0x70,0x1D35A8,26,100,1,0x80097294,,,D_fam_D000244C_unkY_1D3618,D_fam_0017,medium: pointe DANS tqlim_tegt_temp @0x1D35A8 +0x70 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=cc1c7052f2dc uniq_u16=26
92,K,0x1D3670,0xA01D3670,tqlim_tegt_temp,tqlim_tegt_temp,stage1_core,Engine torque limiters,0xC8,0x1D35A8,27,100,1,0x8009725C,,,K_fam_unkX_unkY_1D3670,K_fam_0065,medium: pointe DANS tqlim_tegt_temp @0x1D35A8 +0xC8 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=9e7e28f28780 uniq_u16=27
93,H,0x1D3712,0xA01D3712,tqlim_tegt_temp,tqlim_tegt_temp,stage1_core,Engine torque limiters,0x16A,0x1D35A8,23,100,1,0x8009900A,,,H_fam_unkX_unkY_1D3712,H_fam_0073,medium: pointe DANS tqlim_tegt_temp @0x1D35A8 +0x16A (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=197f229e9664 uniq_u16=23
94,H,0x1D3738,0xA01D3738,tqlim_tegt_temp,tqlim_tegt_temp,stage1_core,Engine torque limiters,0x190,0x1D35A8,23,100,1,0x800991D4,,,H_fam_unkX_unkY_1D3738,H_fam_0086,medium: pointe DANS tqlim_tegt_temp @0x1D35A8 +0x190 (Engine torque limiters) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=c1ba1c872cae uniq_u16=23
95,D,0x18E9A0,0xA018E9A0,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x20,0x18E980,5,200,1,0x80094BA4,,,D_fam_unkX_unkY_18E9A0,D_fam_0173,medium: pointe DANS soi_base_int_trq2A @0x18E980 +0x20 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=a77c234a56e6 uniq_u16=5
96,I,0x195BC4,0xA0195BC4,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x44,0x195B80,11,200,1,0x80094B0A,0xA01A2B64,,I_fam_unkX_unkY_195BC4,I_fam_0009,medium: pointe DANS soi_base_int_trq2A @0x195B80 +0x44 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=92238bc8c16b uniq_u16=11
97,B,0x193BC4,0xA0193BC4,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x44,0x193B80,5,200,1,0x80092FE6,,,B_fam_D0002BEC_unkY_193BC4,B_fam_0010,medium: pointe DANS soi_base_int_trq2A @0x193B80 +0x44 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=e482544172de uniq_u16=5
98,E,0x19A3C8,0xA019A3C8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x48,0x19A380,29,200,1,0x800FA3F0,0xA01B0C20,,E_fam_unkX_unkY_19A3C8,E_fam_0039,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x48 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=799f1476101e uniq_u16=29
99,2d,0x19A5C8,0xA019A5C8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x48,0x19A580,28,200,1,0x800F953A,0xA01A14F0,0xA01A9984,fam_unkX_unkY_19A5C8,fam_0029,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x48 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=be6820ad1e07 uniq_u16=28
100,B,0x19A7D0,0xA019A7D0,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x50,0x19A780,27,200,1,0x800AEF4C,0xA01AB21C,0xA01A5518,B_fam_D0001FB4_unkY_19A7D0,B_fam_0018,medium: pointe DANS soi_base_int_trq2A @0x19A780 +0x50 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=96f8720217c4 uniq_u16=27
101,C,0x19A7D0,0xA019A7D0,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x50,0x19A780,27,200,1,0x800AEF66,0xA01A0654,0xA01A5518,C_fam_unkX_unkY_19A7D0,C_fam_0048,medium: pointe DANS soi_base_int_trq2A @0x19A780 +0x50 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=96f8720217c4 uniq_u16=27
102,C,0x19ADD0,0xA019ADD0,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x50,0x19AD80,27,200,1,0x8009B98A,,,C_fam_D0002800_D0000808_19ADD0,C_fam_0185,medium: pointe DANS soi_base_int_trq2A @0x19AD80 +0x50 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=96f8720217c4 uniq_u16=27
103,2d,0x19A3D4,0xA019A3D4,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x54,0x19A380,26,200,1,0x800EF718,0xA01AB1DC,0xA01B1800,fam_unkX_unkY_19A3D4,fam_0067,medium: pointe DANS soi_base_int_trq2A @0x19A380 +0x54 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=e17e55f4e333 uniq_u16=26
104,2d,0x1997D8,0xA01997D8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x58,0x199780,13,200,1,0x800AE048,0xA01B9998,,fam_D0001FA2_unkY_1997D8,fam_0128,medium: pointe DANS soi_base_int_trq2A @0x199780 +0x58 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=faace13a578f uniq_u16=13
105,C,0x1993E0,0xA01993E0,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x60,0x199380,19,200,1,0x800FC2C8,0xA01B1744,,C_fam_unkX_D0002754_1993E0,C_fam_0224,medium: pointe DANS soi_base_int_trq2A @0x199380 +0x60 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=8cf8feab4768 uniq_u16=19
106,C,0x1997E8,0xA01997E8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x68,0x199780,12,200,1,0x800ADE62,,,C_fam_unkX_unkY_1997E8,C_fam_0294,medium: pointe DANS soi_base_int_trq2A @0x199780 +0x68 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=43eb762b04a5 uniq_u16=12
107,C,0x19A7EC,0xA019A7EC,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x6C,0x19A780,25,200,1,0x801125E6,0xA01A06F8,0xA01BB9F8,C_fam_D0001F2A_D0001F34_19A7EC,C_fam_0050,medium: pointe DANS soi_base_int_trq2A @0x19A780 +0x6C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4f061747de5a uniq_u16=25
108,L,0x19ABEC,0xA019ABEC,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x6C,0x19AB80,23,200,1,0x800A49DA,0xA01A7BF8,0xA01A7BF8,L_fam_unkX_unkY_19ABEC,L_fam_0004,medium: pointe DANS soi_base_int_trq2A @0x19AB80 +0x6C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=af8f283c4c1a uniq_u16=23
109,2d,0x1993F0,0xA01993F0,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x70,0x199380,16,200,1,0x800FB4CC,0xA01A63E4,0xA01AD6E4,fam_D0002780_D0002782_1993F0,fam_0050,medium: pointe DANS soi_base_int_trq2A @0x199380 +0x70 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=707439c7b404 uniq_u16=16
110,I,0x18DBF0,0xA018DBF0,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x70,0x18DB80,9,200,1,0x800925AE,,,I_fam_unkX_unkY_18DBF0,I_fam_0078,medium: pointe DANS soi_base_int_trq2A @0x18DB80 +0x70 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d02b0dd02f8f uniq_u16=9
111,N,0x19ADF4,0xA019ADF4,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x74,0x19AD80,27,200,1,0x800C8612,,,N_fam_unkX_unkY_19ADF4,N_fam_0028,medium: pointe DANS soi_base_int_trq2A @0x19AD80 +0x74 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=6a5eca574e4e uniq_u16=27
112,B,0x1997F4,0xA01997F4,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x74,0x199780,11,200,1,0x800C69C8,0xA01BD9C4,,B_fam_unkX_unkY_1997F4,B_fam_0028,medium: pointe DANS soi_base_int_trq2A @0x199780 +0x74 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=dc66406b5fb5 uniq_u16=11
113,H,0x198BF8,0xA0198BF8,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x78,0x198B80,10,200,1,0x800A492C,0xA01A7BE0,,H_fam_unkX_unkY_198BF8,H_fam_0011,medium: pointe DANS soi_base_int_trq2A @0x198B80 +0x78 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=837711c9ffc4 uniq_u16=10
114,D,0x1909FC,0xA01909FC,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x7C,0x190980,22,200,1,0x80094C46,,,D_fam_unkX_unkY_1909FC,D_fam_0174,medium: pointe DANS soi_base_int_trq2A @0x190980 +0x7C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=4fb819a36d9b uniq_u16=22
115,D,0x19A5FC,0xA019A5FC,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x7C,0x19A580,17,200,1,0x800E0C50,,,D_fam_unkX_unkY_19A5FC,D_fam_0213,medium: pointe DANS soi_base_int_trq2A @0x19A580 +0x7C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=d353b7b11453 uniq_u16=17
116,F,0x18EC00,0xA018EC00,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x80,0x18EB80,20,200,1,0x80092526,,,F_fam_unkX_unkY_18EC00,F_fam_0101,medium: pointe DANS soi_base_int_trq2A @0x18EB80 +0x80 (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=424d70699458 uniq_u16=20
117,D,0x19940C,0xA019940C,soi_base_int_trq2A,soi_base_int_trq2A,stage1_core,Start of injection SOI,0x8C,0x199380,19,200,1,0x800E2CAA,,,D_fam_unkX_unkY_19940C,D_fam_0214,medium: pointe DANS soi_base_int_trq2A @0x199380 +0x8C (Start of injection SOI) - pas le debut; comment only; identique 64o vs 9979 au meme offset; fp32=c189ad71ccbe uniq_u16=19
