category,cat_rank,confidence,id_name,family,addr,winols,ghidra,hub,delta,atlas_id,atlas_addr,atlas_cols,atlas_rows,atlas_length,folder,group,same_9979,exact_fp,relocated,new_name,notes
turbo,40,high,turbo_base3B@1C36AC,turbo_base3B,0x1C36AC,0x1C36AC,0x801C36AC,atlas_start,0x0,turbo_base3B@1C36AC,1C36AC,16,20,640,Turbo boost pressure,a2l,1,1,0,turbo_base3B,high: atlas start fingerprint match cols=16 rows=20 src=atlas; identique vs ORI 9979; fp=373676069272 uniq=13 len=640
turbo_corr,45,high,turbo_int_trq_correction2C,turbo_int_trq_correction2C,0x1C3AAC,0x1C3AAC,0x801C3AAC,atlas_start,0x0,turbo_int_trq_correction2C,1C3AAC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; identique vs ORI 9979; fp=b7809dbf2b74 uniq=9 len=384
turbo_corr,45,high,turbo_int_trq_correction2C@1C3DAC,turbo_int_trq_correction2C,0x1C3DAC,0x1C3DAC,0x801C3DAC,atlas_start,0x0,turbo_int_trq_correction2C@1C3DAC,1C3DAC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; identique vs ORI 9979; fp=b7809dbf2b74 uniq=9 len=384
turbo_corr,45,high,turbo_int_trq_correction2C@1C40AC,turbo_int_trq_correction2C,0x1C40AC,0x1C40AC,0x801C40AC,atlas_start,0x0,turbo_int_trq_correction2C@1C40AC,1C40AC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; identique vs ORI 9979; fp=d634ab9e8bf1 uniq=8 len=384
turbo_corr,45,high,turbo_int_trq_correction2C@1C43AC,turbo_int_trq_correction2C,0x1C43AC,0x1C43AC,0x801C43AC,atlas_start,0x0,turbo_int_trq_correction2C@1C43AC,1C43AC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; identique vs ORI 9979; fp=0d022fca3b57 uniq=16 len=384
turbo_corr,45,high,turbo_int_trq_correction2C@1C46AC,turbo_int_trq_correction2C,0x1C46AC,0x1C46AC,0x801C46AC,atlas_start,0x0,turbo_int_trq_correction2C@1C46AC,1C46AC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
turbo_corr,45,high,turbo_int_trq_correction2C@1C58AC,turbo_int_trq_correction2C,0x1C58AC,0x1C58AC,0x801C58AC,atlas_start,0x0,turbo_int_trq_correction2C@1C58AC,1C58AC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
turbo_corr,45,high,turbo_int_trq_correction2C@1C5BAC,turbo_int_trq_correction2C,0x1C5BAC,0x1C5BAC,0x801C5BAC,atlas_start,0x0,turbo_int_trq_correction2C@1C5BAC,1C5BAC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
turbo_corr,45,high,turbo_int_trq_correction2C@1C5EAC,turbo_int_trq_correction2C,0x1C5EAC,0x1C5EAC,0x801C5EAC,atlas_start,0x0,turbo_int_trq_correction2C@1C5EAC,1C5EAC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
turbo_corr,45,high,turbo_int_trq_correction2C@1C67AC,turbo_int_trq_correction2C,0x1C67AC,0x1C67AC,0x801C67AC,atlas_start,0x0,turbo_int_trq_correction2C@1C67AC,1C67AC,12,16,384,Turbo boost pressure,a2l,1,1,0,turbo_int_trq_correction2C,high: atlas start fingerprint match cols=12 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=2cde2dbaa034 uniq=1 len=384
turbo_other,50,high,turbo_atm6A,turbo_atm6A,0x1C692C,0x1C692C,0x801C692C,atlas_start,0x0,turbo_atm6A,1C692C,8,16,256,Turbo boost pressure,priority,1,1,0,turbo_atm6A,high: atlas start fingerprint match cols=8 rows=16 src=atlas; identique vs ORI 9979; fp=da134334d553 uniq=12 len=256
turbo_other,50,high,turbo_atm6A@1C6A2C,turbo_atm6A,0x1C6A2C,0x1C6A2C,0x801C6A2C,atlas_start,0x0,turbo_atm6A@1C6A2C,1C6A2C,8,16,256,Turbo boost pressure,a2l,1,1,0,turbo_atm6A,high: atlas start fingerprint match cols=8 rows=16 src=atlas; note: low u16 diversity (plateau OK at known start); identique vs ORI 9979; fp=d90ba8f52dc9 uniq=1 len=256
rail,60,high,rail_base_int_trq2B,rail_base_int_trq2B,0x1E9368,0x1E9368,0x801E9368,atlas_start,0x0,rail_base_int_trq2B,1E9368,16,16,512,Rail pressure,priority,1,1,0,rail_base_int_trq2B,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=e1a18e774ca2 uniq=14 len=512
rail,60,low,rail_base_int_trq2B@1E9568,rail_base_int_trq2B,0x1E9568,0x1E9568,0x801E9568,atlas_start,0x0,rail_base_int_trq2B@1E9568,1E9568,16,16,512,Rail pressure,a2l,0,0,0,,low: start differs from atlas/ORI fingerprint; differe de ORI 9979; fp=d82b351ba000 uniq=12 len=512
rail,60,high,rail_base_int_trq2B@1E9768,rail_base_int_trq2B,0x1E9768,0x1E9768,0x801E9768,atlas_start,0x0,rail_base_int_trq2B@1E9768,1E9768,16,16,512,Rail pressure,a2l,1,1,0,rail_base_int_trq2B,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=943ee4a28331 uniq=12 len=512
rail,60,high,rail_base_int_trq2B@1E9968,rail_base_int_trq2B,0x1E9968,0x1E9968,0x801E9968,atlas_start,0x0,rail_base_int_trq2B@1E9968,1E9968,16,16,512,Rail pressure,a2l,1,1,0,rail_base_int_trq2B,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=4c0a84f68c68 uniq=10 len=512
rail,60,high,rail_base_int_trq2B@1E9B68,rail_base_int_trq2B,0x1E9B68,0x1E9B68,0x801E9B68,atlas_start,0x0,rail_base_int_trq2B@1E9B68,1E9B68,16,16,512,Rail pressure,a2l,1,1,0,rail_base_int_trq2B,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=985298e6ba79 uniq=11 len=512
rail,60,high,rail_base_int_trq2B@1E9D68,rail_base_int_trq2B,0x1E9D68,0x1E9D68,0x801E9D68,atlas_start,0x0,rail_base_int_trq2B@1E9D68,1E9D68,16,16,512,Rail pressure,a2l,1,1,0,rail_base_int_trq2B,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=7a24dda4f87e uniq=13 len=512
rail,60,high,rail_base_int_trq2B@1E9F68,rail_base_int_trq2B,0x1E9F68,0x1E9F68,0x801E9F68,atlas_start,0x0,rail_base_int_trq2B@1E9F68,1E9F68,16,16,512,Rail pressure,a2l,1,1,0,rail_base_int_trq2B,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=9bb677019b25 uniq=13 len=512
rail,60,high,rail_request_horsA2L_banque_01,rail_request_horsA2L_banque_01,0x1EA168,0x1EA168,0x801EA168,atlas_start,0x0,rail_request_horsA2L_banque_01,1EA168,16,16,512,Hors A2L / provisoire,provisoire,1,1,0,rail_request_horsA2L_banque_01,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=d82b351ba000 uniq=12 len=512
rail,60,high,rail_request_horsA2L_banque_02,rail_request_horsA2L_banque_02,0x1EA368,0x1EA368,0x801EA368,atlas_start,0x0,rail_request_horsA2L_banque_02,1EA368,16,16,512,Hors A2L / provisoire,provisoire,1,1,0,rail_request_horsA2L_banque_02,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=943ee4a28331 uniq=12 len=512
rail,60,high,rail_request_horsA2L_banque_03,rail_request_horsA2L_banque_03,0x1EA568,0x1EA568,0x801EA568,atlas_start,0x0,rail_request_horsA2L_banque_03,1EA568,16,16,512,Hors A2L / provisoire,provisoire,1,1,0,rail_request_horsA2L_banque_03,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=cf469dd61267 uniq=10 len=512
rail,60,high,rail_request_horsA2L_banque_04,rail_request_horsA2L_banque_04,0x1EA768,0x1EA768,0x801EA768,atlas_start,0x0,rail_request_horsA2L_banque_04,1EA768,16,16,512,Hors A2L / provisoire,provisoire,1,1,0,rail_request_horsA2L_banque_04,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=cf469dd61267 uniq=10 len=512
rail,60,high,rail_request_horsA2L_banque_05,rail_request_horsA2L_banque_05,0x1EA968,0x1EA968,0x801EA968,atlas_start,0x0,rail_request_horsA2L_banque_05,1EA968,16,16,512,Hors A2L / provisoire,provisoire,1,1,0,rail_request_horsA2L_banque_05,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=a26c2a91f602 uniq=12 len=512
rail,60,high,rail_request_horsA2L_banque_06,rail_request_horsA2L_banque_06,0x1EAB68,0x1EAB68,0x801EAB68,atlas_start,0x0,rail_request_horsA2L_banque_06,1EAB68,16,16,512,Hors A2L / provisoire,provisoire,1,1,0,rail_request_horsA2L_banque_06,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=50b4f035017d uniq=14 len=512
rail,60,high,rail_request_horsA2L_banque_07,rail_request_horsA2L_banque_07,0x1EAD68,0x1EAD68,0x801EAD68,atlas_start,0x0,rail_request_horsA2L_banque_07,1EAD68,16,16,512,Hors A2L / provisoire,provisoire,1,1,0,rail_request_horsA2L_banque_07,high: atlas start fingerprint match cols=16 rows=16 src=atlas; identique vs ORI 9979; fp=d82b351ba000 uniq=12 len=512
